,f1-score,precision,recall,support
te04-0651,0.7906976744186046,0.7391304347826086,0.85,20.0
te04-0664,0.8571428571428571,0.8,0.9230769230769231,26.0
te04-0665,0.8076923076923077,0.8076923076923077,0.8076923076923077,26.0
te04-0669,0.7500000000000001,0.8181818181818182,0.6923076923076923,26.0
te04-0677,0.6666666666666666,0.5769230769230769,0.7894736842105263,19.0
te04-0697,0.9090909090909091,0.8620689655172413,0.9615384615384616,26.0
te04-0707,0.7719298245614034,0.7586206896551724,0.7857142857142857,28.0
te04-0721,0.8070175438596492,0.8846153846153846,0.7419354838709677,31.0
te04-0729,0.7924528301886793,0.75,0.84,25.0
te04-0753,0.6285714285714286,0.7333333333333333,0.55,20.0
te04-0758,0.7999999999999999,0.8571428571428571,0.75,24.0
te04-0761,0.6153846153846153,0.6666666666666666,0.5714285714285714,21.0
te04-0775,0.8666666666666665,0.7878787878787878,0.9629629629629629,27.0
te04-0779,0.6222222222222223,0.9333333333333333,0.4666666666666667,30.0
te04-0797,0.4878048780487804,0.38461538461538464,0.6666666666666666,15.0
te04-0807,0.6071428571428571,0.6296296296296297,0.5862068965517241,29.0
te04-0811,0.9166666666666666,0.9166666666666666,0.9166666666666666,24.0
te04-0813,0.6666666666666667,0.6875,0.6470588235294118,17.0
te04-0827,0.5238095238095238,0.8461538461538461,0.3793103448275862,29.0
te04-0832,0.6666666666666666,0.6818181818181818,0.6521739130434783,23.0
te04-0838,0.8,0.7142857142857143,0.9090909090909091,22.0
te04-0842,0.6122448979591838,0.5172413793103449,0.75,20.0
te04-0845,0.8085106382978723,0.7307692307692307,0.9047619047619048,21.0
te04-0849,0.5957446808510639,0.56,0.6363636363636364,22.0
te04-0857,0.8,0.7,0.9333333333333333,15.0
te04-0858,0.6530612244897959,0.7619047619047619,0.5714285714285714,28.0
te04-0880,0.5161290322580646,0.5333333333333333,0.5,16.0
te04-0885,0.36363636363636365,0.75,0.24,25.0
te04-0889,0.35000000000000003,0.4666666666666667,0.28,25.0
te04-0895,0.75,0.6774193548387096,0.84,25.0
te04-0897,0.7586206896551725,0.6666666666666666,0.88,25.0
te04-0899,0.6,0.6,0.6,20.0
te04-0901,0.923076923076923,0.8571428571428571,1.0,18.0
te04-0906,0.8,0.8461538461538461,0.7586206896551724,29.0
te04-0932,0.8363636363636363,0.92,0.7666666666666667,30.0
te04-0953,0.7111111111111111,0.6666666666666666,0.7619047619047619,21.0
te04-0962,0.8333333333333334,0.7407407407407407,0.9523809523809523,21.0
te04-0970,0.3636363636363636,1.0,0.2222222222222222,18.0
te04-0976,0.5454545454545454,0.6,0.5,24.0
te04-0990,0.8709677419354839,0.7941176470588235,0.9642857142857143,28.0
te04-0992,0.5,0.6470588235294118,0.4074074074074074,27.0
te04-1018,0.7843137254901961,0.6451612903225806,1.0,20.0
te04-1031,0.75,0.75,0.75,24.0
te04-1035,0.9538461538461539,0.9117647058823529,1.0,31.0
te04-1046,0.7241379310344827,0.75,0.7,30.0
te04-1047,0.8524590163934426,0.8387096774193549,0.8666666666666667,30.0
te04-1065,0.9056603773584906,0.8275862068965517,1.0,24.0
te04-1086,0.7499999999999999,0.6818181818181818,0.8333333333333334,18.0
te04-1118,0.8181818181818181,1.0,0.6923076923076923,26.0
te04-1130,0.6153846153846154,0.8,0.5,24.0
te05-0038,0.9180327868852458,0.8484848484848485,1.0,28.0
te05-0043,0.7916666666666667,0.8260869565217391,0.76,25.0
te05-0073,0.8679245283018867,0.7931034482758621,0.9583333333333334,24.0
te05-0082,0.7199999999999999,0.75,0.6923076923076923,26.0
te05-0088,0.9500000000000001,1.0,0.9047619047619048,21.0
te05-0108,0.8125000000000001,0.9285714285714286,0.7222222222222222,18.0
te05-0126,0.7777777777777779,0.8076923076923077,0.75,28.0
te05-0130,0.85,0.7727272727272727,0.9444444444444444,18.0
te05-0131,0.9090909090909091,0.8333333333333334,1.0,25.0
te05-0151,0.7317073170731707,0.6818181818181818,0.7894736842105263,19.0
te05-0165,0.7727272727272727,0.7391304347826086,0.8095238095238095,21.0
te05-0173,0.5416666666666666,0.8125,0.40625,32.0
te05-0177,0.9642857142857143,0.9310344827586207,1.0,27.0
te05-0194,0.8125,0.8125,0.8125,32.0
te05-0209,0.9019607843137256,0.92,0.8846153846153846,26.0
te05-0255,0.4761904761904762,0.38461538461538464,0.625,24.0
te05-0271,0.5499999999999999,1.0,0.3793103448275862,29.0
te05-0272,0.8620689655172413,0.78125,0.9615384615384616,26.0
te05-0280,0.9189189189189189,0.85,1.0,17.0
te05-0283,0.7755102040816326,0.7037037037037037,0.8636363636363636,22.0
te05-0290,0.9268292682926829,0.95,0.9047619047619048,21.0
te05-0314,0.8750000000000001,0.7777777777777778,1.0,21.0
te05-0339,0.8666666666666665,0.7878787878787878,0.9629629629629629,27.0
te05-0347,0.5490196078431372,0.4375,0.7368421052631579,19.0
te05-0351,0.7555555555555555,0.7727272727272727,0.7391304347826086,23.0
te05-0365,0.8372093023255814,0.782608695652174,0.9,20.0
te05-0369,0.8571428571428571,0.8333333333333334,0.8823529411764706,17.0
te05-0371,0.25,0.2777777777777778,0.22727272727272727,22.0
te05-0388,0.8636363636363636,0.76,1.0,19.0
te05-0401,0.45,0.6,0.36,25.0
te05-0402,0.6829268292682926,0.7,0.6666666666666666,21.0
te05-0421,0.6545454545454545,0.6428571428571429,0.6666666666666666,27.0
te05-0430,0.7843137254901961,0.7142857142857143,0.8695652173913043,23.0
te05-0433,0.4878048780487805,0.45454545454545453,0.5263157894736842,19.0
te05-0450,0.8400000000000001,0.875,0.8076923076923077,26.0
te05-0451,1.0,1.0,1.0,28.0
te05-0457,0.47619047619047616,0.8333333333333334,0.3333333333333333,30.0
te05-0473,0.9130434782608696,0.84,1.0,21.0
te05-0518,0.5142857142857143,0.6,0.45,20.0
te05-0540,0.8070175438596492,0.7931034482758621,0.8214285714285714,28.0
te05-0541,0.7058823529411765,0.8,0.631578947368421,19.0
te05-0551,0.8,0.8181818181818182,0.782608695652174,23.0
te05-0555,0.8196721311475409,0.78125,0.8620689655172413,29.0
te05-0567,0.4864864864864865,0.6,0.4090909090909091,22.0
te05-0571,0.9130434782608695,0.9545454545454546,0.875,24.0
te05-0584,0.8292682926829269,0.7727272727272727,0.8947368421052632,19.0
te05-0606,0.7540983606557377,0.6388888888888888,0.92,25.0
te05-0616,0.888888888888889,0.96,0.8275862068965517,29.0
te05-0626,0.5333333333333333,0.8,0.4,20.0
te05-0628,0.76,0.8636363636363636,0.6785714285714286,28.0
te05-0658,0.7407407407407408,0.7692307692307693,0.7142857142857143,28.0
te05-0660,0.8484848484848485,0.7777777777777778,0.9333333333333333,15.0
te05-0661,0.6666666666666667,0.8333333333333334,0.5555555555555556,27.0
te05-0684,0.9180327868852458,0.875,0.9655172413793104,29.0
te05-0693,0.7555555555555554,0.6071428571428571,1.0,17.0
te05-0695,0.5555555555555556,0.6,0.5172413793103449,29.0
te05-0697,0.6956521739130435,0.7619047619047619,0.64,25.0
te05-0700,0.8750000000000001,0.7777777777777778,1.0,21.0
te05-0708,0.7142857142857143,0.7142857142857143,0.7142857142857143,28.0
te05-0717,0.8372093023255813,0.72,1.0,18.0
te05-0722,0.6521739130434783,0.5172413793103449,0.8823529411764706,17.0
te05-0731,0.5106382978723403,0.75,0.3870967741935484,31.0
te05-0740,0.5909090909090908,0.8125,0.4642857142857143,28.0
te05-0747,0.8571428571428571,0.8,0.9230769230769231,26.0
te05-0786,0.8571428571428572,0.8076923076923077,0.9130434782608695,23.0
te05-0804,0.8518518518518519,0.8214285714285714,0.8846153846153846,26.0
te05-0810,0.8372093023255814,0.8181818181818182,0.8571428571428571,21.0
te05-0830,0.8333333333333333,0.7142857142857143,1.0,20.0
te05-0832,0.711111111111111,0.7272727272727273,0.6956521739130435,23.0
te05-0836,0.7272727272727272,0.6451612903225806,0.8333333333333334,24.0
te05-0842,0.43243243243243246,0.6153846153846154,0.3333333333333333,24.0
te05-0862,0.9500000000000001,0.95,0.95,20.0
te05-0886,0.6938775510204083,0.7083333333333334,0.68,25.0
te05-0887,0.1702127659574468,0.14814814814814814,0.2,20.0
te05-0901,0.78125,0.78125,0.78125,32.0
te05-0908,0.7027027027027027,0.6341463414634146,0.7878787878787878,33.0
te05-0922,0.27586206896551724,0.36363636363636365,0.2222222222222222,18.0
te05-0942,0.5,0.6923076923076923,0.391304347826087,23.0
te05-0950,0.923076923076923,0.8571428571428571,1.0,30.0
te05-0953,0.9090909090909091,0.8333333333333334,1.0,25.0
te05-0997,0.75,0.6363636363636364,0.9130434782608695,23.0
te05-0998,0.9361702127659575,0.88,1.0,22.0
te05-1001,0.9230769230769231,0.9,0.9473684210526315,19.0
te05-1016,0.9019607843137256,0.9583333333333334,0.8518518518518519,27.0
te05-1019,0.6666666666666666,0.8,0.5714285714285714,28.0
te05-1036,0.8421052631578947,0.7741935483870968,0.9230769230769231,26.0
te05-1038,0.7540983606557378,0.7931034482758621,0.71875,32.0
te05-1044,0.6976744186046512,0.8823529411764706,0.5769230769230769,26.0
te05-1049,0.8064516129032258,0.8064516129032258,0.8064516129032258,31.0
te05-1062,0.7407407407407407,0.6451612903225806,0.8695652173913043,23.0
te05-1069,0.8076923076923077,0.9545454545454546,0.7,30.0
te05-1073,0.8679245283018867,0.92,0.8214285714285714,28.0
te05-1075,0.358974358974359,0.3333333333333333,0.3888888888888889,18.0
te05-1079,0.823529411764706,0.875,0.7777777777777778,27.0
te05-1087,0.7419354838709677,0.696969696969697,0.7931034482758621,29.0
te05-1124,0.9019607843137256,0.92,0.8846153846153846,26.0
te05-1141,0.7555555555555555,0.7727272727272727,0.7391304347826086,23.0
te05-1143,0.9777777777777777,0.9565217391304348,1.0,22.0
te05-1151,0.7547169811320756,0.8,0.7142857142857143,28.0
te05-1155,0.6909090909090909,0.76,0.6333333333333333,30.0
te05-1164,0.7916666666666667,0.6785714285714286,0.95,20.0
te05-1204,0.6153846153846153,0.8571428571428571,0.48,25.0
te05-1246,0.7391304347826089,0.8095238095238095,0.68,25.0
te05-1249,1.0,1.0,1.0,22.0
te05-1251,0.8400000000000001,0.875,0.8076923076923077,26.0
te05-1254,0.4888888888888888,0.9166666666666666,0.3333333333333333,33.0
te05-1267,0.7636363636363637,0.6363636363636364,0.9545454545454546,22.0
te05-1281,0.7017543859649122,0.7407407407407407,0.6666666666666666,30.0
te05-1296,0.7441860465116279,0.7619047619047619,0.7272727272727273,22.0
te05-1331,0.9743589743589743,0.95,1.0,19.0
te05-1334,0.7323943661971831,0.65,0.8387096774193549,31.0
te05-1335,0.8727272727272727,0.8888888888888888,0.8571428571428571,28.0
te05-1352,0.7906976744186046,0.85,0.7391304347826086,23.0
te05-1378,0.8444444444444444,0.7916666666666666,0.9047619047619048,21.0
te05-1380,0.6857142857142857,0.6,0.8,15.0
te05-1390,0.6808510638297872,0.8888888888888888,0.5517241379310345,29.0
te05-1416,0.6511627906976745,0.56,0.7777777777777778,18.0
te05-1420,0.7307692307692307,0.7916666666666666,0.6785714285714286,28.0
te05-1421,0.5490196078431373,0.4,0.875,16.0
te05-1427,0.888888888888889,0.8,1.0,24.0
te05-1436,0.7142857142857143,0.75,0.6818181818181818,22.0
te05-1439,0.85,0.7391304347826086,1.0,17.0
te05-1470,0.6538461538461539,0.5666666666666667,0.7727272727272727,22.0
te05-1484,0.912280701754386,0.896551724137931,0.9285714285714286,28.0
te05-1495,0.8627450980392156,0.88,0.8461538461538461,26.0
te05-1500,0.8163265306122449,0.6896551724137931,1.0,20.0
te05-1505,0.6829268292682926,0.5384615384615384,0.9333333333333333,15.0
te05-1517,0.9032258064516129,0.9032258064516129,0.9032258064516129,31.0
te05-1525,1.0,1.0,1.0,21.0
te05-1529,0.6818181818181818,0.5769230769230769,0.8333333333333334,18.0
te05-1530,0.8813559322033899,0.8387096774193549,0.9285714285714286,28.0
te05-1544,0.48648648648648657,0.75,0.36,25.0
te05-1548,0.32432432432432434,0.5,0.24,25.0
te05-1552,0.8474576271186441,0.7352941176470589,1.0,25.0
te05-1557,0.7547169811320755,0.625,0.9523809523809523,21.0
te05-1559,0.5106382978723405,0.4,0.7058823529411765,17.0
te05-1578,0.7857142857142857,0.8148148148148148,0.7586206896551724,29.0
te05-1581,0.4918032786885246,0.4838709677419355,0.5,30.0
te05-1587,0.9,0.8181818181818182,1.0,27.0
te05-1588,0.8095238095238095,0.7391304347826086,0.8947368421052632,19.0
te05-1592,0.7826086956521738,0.6923076923076923,0.9,20.0
te05-1594,0.32653061224489793,0.4,0.27586206896551724,29.0
te05-1605,0.8750000000000001,0.8,0.9655172413793104,29.0
te05-1621,0.7058823529411764,0.5806451612903226,0.9,20.0
te05-1623,0.7924528301886793,0.84,0.75,28.0
te05-1626,0.8928571428571428,0.8064516129032258,1.0,25.0
te05-1627,0.8387096774193549,0.8125,0.8666666666666667,15.0
te05-1628,0.619047619047619,0.7222222222222222,0.5416666666666666,24.0
te05-1633,0.972972972972973,0.9473684210526315,1.0,18.0
te05-1634,0.8,0.6666666666666666,1.0,18.0
te05-1640,0.8936170212765957,0.875,0.9130434782608695,23.0
te05-1647,0.8070175438596492,0.7931034482758621,0.8214285714285714,28.0
te05-1658,0.8474576271186441,0.7352941176470589,1.0,25.0
te05-1660,0.5666666666666667,0.6296296296296297,0.5151515151515151,33.0
te05-1665,0.7333333333333334,0.5945945945945946,0.9565217391304348,23.0
te05-1667,0.9473684210526316,0.9,1.0,27.0
te05-1672,0.8648648648648648,0.7619047619047619,1.0,16.0
te05-1680,0.8214285714285715,0.8518518518518519,0.7931034482758621,29.0
